_id,amount,reasoning
6812cdb1af06ea2cad501840,30000,"I find total damages of $ 30,000 sufficient to both restore Feiner and to serve the Copyright Act's deterrent function. In sum, then, I conclude that defendants Passport and Diamond are jointly and severally liable for the willful copyright infringement of twelve of plaintiff Feiner's protected works and for a single still photograph derived from those works, and award damages in the amount of $ 30,000, along with a permanent injunction, a turnover/recall order with the defendant's certification to be filed with the court, and an award of attorney's fees in the amount of $ 15,853.09."
6812cdb3af06ea2cad501841,N/A,"The court held that Custom had willfully infringed Ametex's copyright on a fabric design, ordered injunctive relief and damages, and, pursuant to § 505 of the Copyright Act, ordered Custom to pay Ametex's reasonable attorney's fees and costs."
6812cdcaaf06ea2cad501843,N/A,"Because the Supreme Court's opinion does not alter Feltner's liability for copyright infringement and Columbia's entitlement to statutory damages in an amount to be determined by a jury, Feltner is not the prevailing party in this case."
6812cdd4af06ea2cad501844,N/A,Her remedy is limited to actual damages or statutory damages.
6812cddaaf06ea2cad501845,40500,"The Court found that the registered articles had originally appeared in 15 different publications and concluded that the plaintiffs were entitled to 15 awards of statutory damages. The Court found the violations willful, see 17 U.S.C. § 504(c)(1), and set each statutory award at $ 2,700."
6812cde0af06ea2cad501846,N/A,N/A
6812cde4af06ea2cad501847,15000,"I find that an award of $ 5,000 per copyright, or $ 15,000 is the appropriate amount of statutory damages here."
6812cdefaf06ea2cad501849,90000,"Accordingly, I award statutory damages to ASA Music in the amount of $ 90,000 against Surya and John Thomas jointly and severally."
6812cdf2af06ea2cad50184a,1000,"Finding the infringements not to be wilful, the court ordered minimal statutory damages of $ 1000."
6812cdf3af06ea2cad50184b,109000,"Plaintiff is awarded $ 500.00 in statutory damages for each of 218 infringements of its copyrighted programs, for a total of $ 109,000.00."
6812cdf9af06ea2cad50184c,N/A,N/A
6812cdfaaf06ea2cad50184d,90000,"After considering the evidence and arguments at trial the Court entered a decision and order on September 28, 1998 awarding Plaintiff ASA Music statutory damages against Surya and John Thomas in the amount of $ 90,000.00."
6812ce00af06ea2cad50184e,220000,"The district court awarded Nikkei statutory damages of $ 220,000, attorney's fees of $ 200,000, and a declaratory judgment that the 22 abstracts were infringements;"
6812ce1aaf06ea2cad501850,N/A,N/A
6812ce22af06ea2cad501851,500000,"Among other relief, Mr. Phillips seeks an award of $ 100,000 in statutory damages for each infringement of his mazes, see 17 U.S.C. § 504(c), as well as costs and attorney's fees, see id. § 505."" ""Defendant's motion for summary judgment requesting this court to find that Defendant is liable for five infringements of Plaintiff's copyrights for purposes of calculating statutory damages under 17 U.S.C. § 504(c) is granted:"
6812ce37af06ea2cad501852,N/A,"Montgomery also moved for an award of statutory damages pursuant to 17 U.S.C. § 504(c)(1), but the district court declined to award additional damages."
6812d356af06ea2cad501853,N/A,"However, the plaintiffs have not clarified and it is not possible to determine on the current record those works for which the plaintiffs do claim statutory damages and attorneys' fees."
6812d35baf06ea2cad501854,2500,"Because $ 2,500 is just and reasonable in this case, and falls within the statutory guidelines of § 540(c), the Court AWARDS $ 2,500 in total statutory damages to SBCCI."
6812d35daf06ea2cad501855,N/A,N/A
6812d367af06ea2cad501856,N/A,"In its complaint, MCA sought both a preliminary injunction and damages under the Copyright Act."
6812d371af06ea2cad501857,N/A,"Accordingly, as Davis concedes, he is not entitled to statutory damages and attorney's fees."
6812d373af06ea2cad501859,30000,"Thus the Court awards plaintiffs the $ 30,000 they seek for the violations of the three copyrights."
6812d375af06ea2cad50185a,N/A,N/A
6812d378af06ea2cad50185b,100000,"Awarding K-T the maximum statutory damages of $ 100,000, the district court found that Dr. Vroom's continued use of the MPO program in his executive training seminars, despite his knowledge of two federal court decisions in Texas that held the MPO program infringed K-T's licensed materials, constituted willful infringement."
6812d37baf06ea2cad50185d,N/A,N/A
6812d37caf06ea2cad50185e,N/A,"Alexander did not elect statutory damages before the case was submitted to the jury. Therefore, only actual damages are available to Alexander, which he now requests in the form of an award of Modrak's profits from the infringement, pursuant to 17 U.S.C. § 504(a) and (b)."
6812d37daf06ea2cad50185f,8733,"Because defendant's infringement was willful, an award of $ 8,733.37 in copyright damages will be granted, doubling the contract damages sustained."
6812d380af06ea2cad501860,N/A,N/A
6812d382af06ea2cad501861,N/A,"However, the district court concluded that the University did not prove any damages from the copyright infringement."
6812d384af06ea2cad501862,97000,"Based on the evidence proffered, we award plaintiff, as against the Let Us Entertain You defendants, infringer's profits under 15 U.S.C. § 1117   (a) in the amount of $ 33,750.00 and statutory damages under 17 U.S.C. § 504(c) in the amount of $ 48,500.00. As against Party USA, we award plaintiff $ 6,375.00 in infringer's profits and $ 48,500 in statutory damages."
6812d388af06ea2cad501863,N/A,It is not entirely clear what Plaintiff is seeking as a remedy for Defendant's alleged infringement of Plaintiff's copyrighted material.
6812d389af06ea2cad501864,N/A,"C. An award of damages pursuant to 17 U.S.C. § 503 and the common law of the state of Minnesota, including (i) Schoolhouse's actual damages resulting from Anderson's infringement, (ii) Anderson's profits resulting from Anderson's infringement, and (iii) statutory damages. D. A finding that Anderson has willfully infringed upon Schoolhouse's copyright and an award to increased statutory damages pursuant toll U.S.C. § 504(c)(2)."
6812d38aaf06ea2cad501865,N/A,
6812d3bbaf06ea2cad501867,275000,"With respect to damages, the jury awarded Yurman Design (1) statutory damages in the amount of $ 275,000 for PAJ's copyright infringement, and (2) $ 800,000 in punitive damages on Yurman Design's unfair competition claim."
6812d3bdaf06ea2cad501868,N/A,N/A
6812d3bfaf06ea2cad501869,N/A,N/A
6812d3bfaf06ea2cad50186a,15000,"Accordingly, I recommend that the Court enter judgments against defaulting defendants Little Rickie and Freaks for statutory copyright damages in the amount of $ 7,500 each (and include in the final judgment the injunctive relief already included in the original default judgment)."
6812d3c0af06ea2cad50186b,20000,"Under these circumstances, the court believes that a statutory damages award of $ 10,000 per work (for a total of $ 20,000) is warranted."
6812d3c6af06ea2cad50186d,N/A,"Under the Copyright Act, the present statutory minima and maxima are $ 200 and $ 100,000, respectively, for each copyright infringed."
6812d3cbaf06ea2cad50186e,N/A,N/A
6812d3cdaf06ea2cad50186f,500,"Infotext, Inc., appeals an award of $ 500 in statutory copyright damages following a default judgment in its favor."
6812d3d4af06ea2cad501870,100000,"The jury also found that the Wo-Di and Leon's Molds sales were willful infringements and awarded Cotter $ 100,000 in statutory   damages."
6812d3e5af06ea2cad501871,440000,"Based on the record, this court ORDERS defendants to pay Microsoft $ 15,000.00 for each of the six separate copyright infringements and $ 50,000.00 for each of the seven separate trademark infringements, for a total award of $ 440,000.00."
6812d3e8af06ea2cad501872,1800000,"At that time, Plaintiff calculated her damages as $ 1,800,000 ($ 100,000 per photograph)  and noted there was case law suggesting each ""hit"" may be considered a separate infringement."
6812d3eaaf06ea2cad501873,N/A,N/A
6812d3f4af06ea2cad501874,N/A,
6812d407af06ea2cad501876,N/A,"Under these circumstances, we are convinced that the district court's conclusions and its award of the minimum statutory damages on each of the five counts of copyright infringement are free of error."
6812d419af06ea2cad501877,2557500,"For the reasons set forth below, the Court awards plaintiff NFL $ 2,557,500 in statutory damages and $ 45,792.99 in costs, but does not award the NFL attorneys' fees."
6812d42daf06ea2cad501878,N/A,"If such royalties were imposed,    Napster would avoid penalties for any future violation of an injunction, statutory copyright damages and any possible criminal penalties for continuing infringement."
6812d444af06ea2cad50187a,N/A,"The district court first noted that Davis was not eligible for ""statutory damages"" under 17 U.S.C. § 504 (c) due to the fact that he had not registered his copyright within three months of his first ""publication"" of his work or prior   to the allegedly infringing use by the Gap."
6812d44caf06ea2cad50187c,5000,"Treating Party Poopers as a first-time offender, I find that an award of $ 5,000 under the Copyright Act would be an adequate deterrent."
6812d458af06ea2cad50187d,N/A,"Plaintiff claims that Zambrano violated the above-listed Acts through its acts and omissions, in violation of its exclusive rights as owner of the copyrights of the photographs and art work included in its prepaid calling cards and seeks an award of damages pursuant to 17 U.S.C. § 504 and § 505."
6812d46baf06ea2cad501880,N/A,"Plaintiff admits that because it did not register its copyright before Teletronics' infringement, it may not seek statutory damages or attorneys' fees."
6812d475af06ea2cad501881,N/A,N/A
6812d489af06ea2cad501883,275000,"The jury found that each of PAJ's four infringements was willful, and awarded a total of $ 275,000."
6812d48eaf06ea2cad501884,N/A,N/A
6812d493af06ea2cad501885,N/A,N/A
6812d499af06ea2cad501886,500000,"...for a total of $ 500,000."
6812d4a6af06ea2cad501888,N/A,N/A
6812d4abaf06ea2cad501889,4108,"However, under § 504(c)(1), New Line has opted to recover statutory damages. Accordingly, I award New Line $ 4,108."
6812d4c7af06ea2cad50188b,N/A,"CoStar's motion as to statutory damages IS DENIED, while LoopNet's motion IS GRANTED;"
6812d4deaf06ea2cad50188d,N/A,N/A
6812d4e3af06ea2cad50188e,N/A,N/A
6812d4e5af06ea2cad50188f,3000,"As such, we conclude that the appropriate level of damages is $ 750 for each of the four infringed works, or   a total of $ 3000."
6812d4e9af06ea2cad501890,90000,"For these reasons, the Court ORDERS Defendants to pay Plaintiff $ 90,000 in statutory damages for copyright infringement."
6812d4f2af06ea2cad501892,180000,"Since Defendants have failed to oppose Microsoft's motion, and have further not complied with the Court's orders, therefore, statutory damages in the amount of $ 30,000 for each of the six copyrighted works infringed by Defendants is warranted. Hence, the Court finds Defendants liable to Microsoft in the amount of $ 180,000."
6812d4f4af06ea2cad501893,N/A,N/A
6812d4f5af06ea2cad501894,N/A,"Thus, statutory damages and attorney's fees may not be awarded, and plaintiff's relief is limited to actual damages."
6812d4f7af06ea2cad501896,9500,"Having determined that no hearing on damages was necessary, the court awarded the plaintiff $ 9,500.00 in statutory damages against Distribuidora and $ 6,756.79 in actual damages against Aponte."
6812d4f8af06ea2cad501897,26640,"The plaintiffs' request for $ 2,220.00 for each of the twelve copyright infringements is granted, entitling the plaintiffs to $ 26,640.00 in statutory damages."
6812d509af06ea2cad50189a,30000,"ORDERED, ADJUDGED AND DECREED: That for the reasons stated in the Court's Opinion (86644) DTD: 2/28/02 plaintiff is granted statutory damages in the amount of $ 30,000.00 with attorneys' fees and costs in their amount of $ 16,015.00 for a total judgment amounting to $ 46,015.00."
6812d50daf06ea2cad50189b,390000,"They further contend that the evidence establishes that Hwangpo's conduct was willful, and they seek statutory damages under 17 U.S.C. § 504(c)(1) in the amount of $ 10,000 per instance of infringement, or $ 390,000."
6812d512af06ea2cad50189c,N/A,N/A
6812d521af06ea2cad50189f,43000,"Plaintiffs shall recover from Defendant Dewey D. Lankford, statutory damages in the amount of $ 3,909.09 for each of the 11 musical compositions, for a total of $ 43,000.00, pursuant to 17 U.S.C. § 504(c)."
6812d528af06ea2cad5018a0,N/A,N/A
6812d529af06ea2cad5018a1,N/A,"Under 17 U.S.C. § 504(b), a copyright holder is entitled to an award of the infringer's profits attributable to the infringement."
6812d53daf06ea2cad5018a3,N/A,N/A
6812d54eaf06ea2cad5018a4,N/A,N/A
6812d573af06ea2cad5018a7,50000,"In light of the evidence of willfulness, however, which has been held to be a significant factor in determining the amount of statutory damages to award, see, e.g., National Football League, 131 F. Supp. 2d at 474, and taking into account the need to deter future similar violations and the difficulty in quantifying plaintiff's lost profits, including good will, the Court concludes that even with these limitations of proof, plaintiff has presently shown probable cause that statutory damages award in the amount of at least $ 50,000 would be issued."
6812d576af06ea2cad5018a8,N/A,"Unfortunately, Mackie did not have a registered copyright on the work at the time of infringement and consequently could not take advantage of statutory damages for infringement, nor did he have evidence to sustain a claim for the Symphony's direct profits."
6812d579af06ea2cad5018a9,N/A,"Statutory damages are fixed   at up to $ 30,000 per copyright infringed. 17 U.S.C. § 504(c). Further, in cases involving violations of trademarks such as counterfeiting of a trademark, the trademark owner may elect at any time before final judgment to recover statutory damages up $ 100,000 per trademark infringement. 15 U.S.C. § 1117(c)."
6812d57eaf06ea2cad5018aa,N/A,
6812d585af06ea2cad5018ab,480000,"For the reasons stated above, the Court now awards to Plaintiffs statutory damages pursuant to 17 U.S.C. § 504(c), in the amount of $ 480,000 against Defendants John Clauss and Amereon Ltd., jointly and severally."
6812d589af06ea2cad5018ac,N/A,N/A
6812d58eaf06ea2cad5018ad,1600000,"Noting the willful nature of Defendant's conduct as well as the potential to discourage future infringement, the Court finds that an award of $ 100,000 for each   of the 16 works, or a total of $ 1,600,000, represents a fair measure of damages in this case."
6812d592af06ea2cad5018ae,N/A,N/A
6812d596af06ea2cad5018af,60000,"Accordingly, plaintiffs shall recover statutory damages in the total amount of $ 60,000 from defendants."
6812d5a6af06ea2cad5018b0,N/A,N/A
6812d5abaf06ea2cad5018b1,N/A,"The corresponding damage provision under the Copyright Act in 17 U.S.C. § 504(c) provides for statutory damages ""for all infringements involved in the action,    with respect to any one work, for which any one infringer is liable individually, or for which any two or more infringers are liable jointly and severally, in the sum of not less than $ 750.00 or more than $ 30,000.00 as the court considers just."
6812d5aeaf06ea2cad5018b2,N/A,N/A
6812d5b0af06ea2cad5018b3,N/A,"Therefore, Imageline may only receive a maximum of two awards of statutory damages for copyright infringement."
6812d5b6af06ea2cad5018b4,3500,"For the reasons set forth below, I recommend that Top Rank be awarded judgment in the amount of $ 5,591.35, consisting of statutory damages in the amount of $ 3,500.00, attorney's fees in the amount of $ 1,881.35, and costs in the amount of $ 210.00."
6812d5c2af06ea2cad5018b5,33474,"The court orders defendant to pay plaintiff statutory damages in the amount of $ 33,474."
6812d5ceaf06ea2cad5018b6,N/A,"Under § 504 of the Copyright Act, a plaintiff may recover actual damages or statutory damages. Baker has stipulated to the withdrawal of his claim for statutory damages."
6812d5cfaf06ea2cad5018b7,N/A,"Sefton seeks to recover his actual damages arising from the infringement of his copyrighted images, as well as Webbworld's profits attributable thereto, pursuant to 17 U.S.C. § 504(b)   , rather than statutory damages pursuant to section 504(c)."
6812d5d0af06ea2cad5018b8,N/A,
6812d5f2af06ea2cad5018ba,N/A,"Although damages caused by copyright infringements during the three years immediately preceding the filing of the action would be recoverable, Roley v. New World Pictures, Ltd., 19 F.3d 479, 481 (9th Cir. 1994), Kling presented no evidence to support an award of such damages."
6812d5f9af06ea2cad5018bb,N/A,N/A
6812d600af06ea2cad5018bc,N/A,N/A
6812d608af06ea2cad5018bd,N/A,"Therefore, this Order does not include an award of damages or attorneys' fees."
6812d60aaf06ea2cad5018be,10000,"Considering the amount of the license fees for the Filmore Street location defendant avoided paying, the willfulness of his infringement of plaintiffs' copyrights, and the need to deter similar conduct, the Court ORDERS that defendant pay the amount of $ 2,500.00 in statutory damages per song, for a total of $ 10,000.00."
6812d620af06ea2cad5018c0,N/A,"Microsoft's motion for summary judgment will be granted as to liability, but issues remain to be litigated regarding damage awards."
6812d629af06ea2cad5018c1,N/A,
6812d634af06ea2cad5018c2,20000,"Upon review of the evidence submitted, including information regarding Defendants' financial status, the Court concludes, in the exercise of its discretion, that an award of $ 4,000 per infringement (for a total of $ 20,000 for the five infringements ruled upon herein) satisfies the Act's compensatory and deterrent goals."
6812d63aaf06ea2cad5018c3,60000,"In its order, the district court stated that LANS could elect to take the $ 60,000 in statutory damages awarded in Reuters II and affirmed in Reuters III."
6812d642af06ea2cad5018c4,0,"As discussed above, the Court concludes that Bouchat is entitled to no statutory damage award in Bouchat II and IV."
6812d649af06ea2cad5018c5,N/A,"Accordingly, as this Court has previously held, any statutory damages will be calculated on a per-CD basis."
6812d655af06ea2cad5018c6,70000,"Accordingly, we will award Microsoft statutory damages of $ 5,000 per copyright (for seven copyrights) and $ 5,000 per trademark (for seven trademarks), for a total statutory damages award of $ 70,000."
6812d65aaf06ea2cad5018c7,N/A,"A judgment dismissing the complaint was entered on April 30, 2003."
6812d65eaf06ea2cad5018c8,4806,"In light of the foregoing, the court awards to Plaintiff a total of $ 4,806 in statutory damages."
6812d679af06ea2cad5018c9,N/A,"Notably, however, the Plaintiff's Motion seeks Summary Judgment only as to the issue of liability for copyright infringement, and not as to the issue of damages or willfulness, as the Plaintiff wishes to reserve those issues for a Jury Trial."
6812e285af06ea2cad5018ca,10000,"...making the total statutory damages award $ 10,000."
6812e286af06ea2cad5018cb,750,"I therefore award plaintiffs statutory damages in the amount of $ 750 for Video Palace's infringement of a single work, Asoka."
6812e287af06ea2cad5018cd,N/A,N/A
6812e28eaf06ea2cad5018cf,N/A,"The court concludes that, in this case, if the plaintiff is able to prove infringement, it is entitled to one award of statutory damages."
6812e29baf06ea2cad5018d1,19000000,"Legg Mason argues that the actual harm in this case is limited to $ 59,000 and that the $ 19 million dollar verdict is so disproportionate that it violates due process."
6812e2a4af06ea2cad5018d2,6750,"Accordingly, the Court GRANTS Plaintiffs an award of $ 6,750."
6812e2abaf06ea2cad5018d3,N/A,N/A
6812e2b1af06ea2cad5018d4,N/A,
6812e2b8af06ea2cad5018d5,N/A,N/A
6812e2c0af06ea2cad5018d6,N/A,N/A
6812e2d8af06ea2cad5018d7,N/A,N/A
6812e2e0af06ea2cad5018d8,N/A,"Instead, Plaintiff seeks statutory damages in lieu of actual damages."
6812e2e8af06ea2cad5018d9,N/A,
6812e2efaf06ea2cad5018da,N/A,I recommend that judgment be entered against each in the same amount as against the business.
6812e2f3af06ea2cad5018db,1680000,"In the instant case, the Plaintiffs seek the following: (1) a finding of willful infringement against the Defendants and statutory damages under Section 504(a) of the Copyright Act of $ 35,000 for each of 48 infringements alleged in their Complaint;"
6812e2f6af06ea2cad5018dc,N/A,"On March 9, 2004, we vacated the injunction, but warned that vacatur did not signify that judgment would be entered in Penguin's favor, or that Silverstein may not be entitled to recover damages (pursuant to 17 U.S.C. § 504(c)) or costs and attorneys' fees (pursuant to 17 U.S.C. § 505), the amount of which could be affected by Penguin's resumed distribution of Complete Poems."
6812e2fbaf06ea2cad5018dd,5000,"In light of the statutory boundaries and relevant caselaw, we believe Plaintiffs should receive five thousand dollars in statutory damages. Because this amount is greater than actual damages, we grant Plaintiffs $ 5,000.00 as their damage award."
6812e300af06ea2cad5018de,200000,"However, that judge granted Sonolux's Rule 59(e) motion to amend the amount of the judgment, and the statutory damages award for the copyright infringement was reduced from $ 1,600,000 to $ 200,000 on the ground that the larger amount was based on an incorrect reading of the statutory damages provision of the Copyright Act, 17 U.S.C. § 504(c)."
6812e307af06ea2cad5018e0,900000,"...for a total statutory damages award of $ 900,000."
6812e311af06ea2cad5018e2,6000,RECOMMENDS that Plaintiffs be awarded statutory damages of $ 750.00 per infringement for a total of $ 6000.00.
6812e316af06ea2cad5018e3,490000,"I therefore recommend that plaintiffs be awarded $ 35,000 for each of the fourteen copyrighted recordings listed in Exhibit A to the complaint, and that defendants thus should be held jointly and severally liable for an award of $ 490,000 in statutory damages."
6812e32aaf06ea2cad5018e4,N/A,N/A
6812e32daf06ea2cad5018e5,N/A,N/A
6812e362af06ea2cad5018e6,N/A,
6812e368af06ea2cad5018e8,200000,"In order to adequately compensate the plaintiffs for the violation of their copyrights and to sufficiently punish the defendants for their misconduct, the court will afford the plaintiffs the injunctive relief which they request, in addition to awarding them statutory damages under the Copyright Act in the amount of $ 200,000."
6812e36aaf06ea2cad5018ea,140000,"In light of these factors, an appropriate amount of statutory damages is $ 20,000 for each of the seven infringed photos."
6812e36aaf06ea2cad5018eb,22500,"This Court thus holds that she is not entitled to the innocent infringer defense and awards the Record Companies $ 22,500 (30 songs times the minimum statutory penalty ($ 750))."
6812e36daf06ea2cad5018ec,150000,"Accordingly, the Court concludes that ten of Plaintiffs' works merit a statutory damages award of $ 15,000.00 each, totaling $ 150,000.00."
6812e370af06ea2cad5018ee,140000,"The Clerk of the Court is respectfully directed to enter judgment in favor of Plaintiff and against the Defendants, jointly and severally, in the amount of $ 140,000 in copyright damages and $ 40,888.42 in attorneys' fees and costs, for a total of $ 180,888.42."
6812e373af06ea2cad5018f0,N/A,N/A
6812e373af06ea2cad5018f1,N/A,"Because Iconbazaar failed to timely file its application for registration, it is undisputed that the company is not entitled to statutory damages."
6812e374af06ea2cad5018f2,19500,"Accordingly, statutory damages are assessed at $19,500."
6812e37caf06ea2cad5018f4,3750,"Here, plaintiffs seek $ 3,750 in damages, representing the minimum statutory damages provided by the Copyright Act for each of the five infringements alleged in the Complaint."
6812e37daf06ea2cad5018f5,101000,"Accordingly, the Court recommends that IO Group's motion for default judgment be granted and that IO Group be awarded $101,000 for the copyright infringement claim and $75,750 for the claim of unauthorized commercial use of a photograph, for a total damages award of $176,750."
6812e382af06ea2cad5018f6,150000,"On January 11, 2005, this Court awarded Plaintiffs$ 150,000.00 in statutory damages and permanently enjoined Defendants from selling their book, 1000 Patterns, within the United States."
6812e385af06ea2cad5018f7,N/A,"Therefore, we reverse the judgment of liability and set aside the damages award and the attorneys' fees on TVT's copyright infringement claim."
6812e386af06ea2cad5018f8,240000,"The district court awarded Microsoft $ 240,000 in statutory damages ($ 30,000 for each of the eight copyrighted works at issue)."
6812e387af06ea2cad5018f9,2000,"At a December 10 damages hearing, the district court found that Olivia Miller's infringement was not willful, and set statutory damages at $ 2,000."
6812e389af06ea2cad5018fa,N/A,N/A
6812e38baf06ea2cad5018fc,N/A,"There is no genuine issue that the alleged infringement here commenced prior to March 28, 2002; therefore, statutory damages and attorney's fees are not available as a matter of law."
6812e38faf06ea2cad5018fe,30000,"That court awarded Plaintiffs $ 36,000 in damages based on the copyright infringement claim,    including $ 30,000 of statutory damages and an additional $ 6,000 for unjust enrichment reflecting Debtor's profits from The Source Course."
6812e391af06ea2cad501900,150000,"Having considered the parties' submissions, the Court now awards plaintiff $ 150,000 in statutory damages, attorney's fees of $ 266,868.25, and costs of $ 18,861.82."
6812e396af06ea2cad501902,N/A,"For this strategic reason, Plaintiff did not elect to seek statutory damages, as is required by statute."
6812e397af06ea2cad501903,189000,"In sum, plaintiff has demonstrated $ 189,000 in total statutory damages, and I recommend that U2 Entertainment, Inc. be awarded this amount."
6812e398af06ea2cad501904,4500,"Plaintiffs are awarded $ 750.00 per infringement, for a total statutory damages award of $ 4,500.00."
6812e39caf06ea2cad501906,500000,"On these facts, the Court cannot say that an award of 500,000 francs in damages for an intellectual property violation, even if those damages are regarded as a fixed, statutory award rather than as proven damages,   is repugnant to domestic law."
6812e3a3af06ea2cad501907,80000,"Under 17 U.S.C. § 504, this court orders that defendant Joanne Symons d/b/a Hy O Silver pay plaintiff Robert P. Berg d/b/a Bob Berg Buckles d/b/a Silverdales statutory damages in the amount of $ 2,000 for each of the forty works that Symons stipulated to infringing, for a total of $ 80,000."
6812e3a4af06ea2cad501908,400000,"In the case at bar the jury awarded Plaintiff $400,000.00, which is the maximum amount in statutory damages permitted where there is a finding of willfulness."
6812e3a8af06ea2cad501909,225000,"Given their knowing and willful violation of Eros' copyrights and their willful failure to comply with the Consent Judgment, this Court respectfully recommends that an Order enter, awarding plaintiffs $ 75,000 per title for a total of $ 225,000 in statutory damages as a sanction for the contempt and to compensate plaintiffs for their losses."
6812e3aaaf06ea2cad50190a,10000,"IT IS FURTHER ORDERED that Plaintiffs shall have and recover from Defendants, jointly and severally, the sum of $ 10,000 in statutory damages, pursuant to 17 U.S.C. § 504(c)."
6812e3adaf06ea2cad50190c,N/A,"As a remedy, Cipes requests that the Court award to him 1) actual damages and Mikasa's profits earned between the date of the jury verdict and the date that the photographs are removed from all web sites, 2) statutory damages pursuant to 17 U.S.C. §§ 504(c) (1) or (c) (2), or 3) such other amount as the court deems just."
6812e3afaf06ea2cad50190d,N/A,N/A
6812e3b3af06ea2cad501910,N/A,"The amount recoverable is defined   by statute as $ 750 to $ 30,000."
6812e3b4af06ea2cad501911,6018700,"Accordingly, the Court finds that SCEA is entitled to statutory damages in the amount of $ 5,631,200.00 (that is, 7,039 x 800) for the pre-June 12, 2004 sales and $ 387,500.00 (that is, 155 x 2,500) for the sales after June 12, 2004, giving rise to a total of $ 6,018,700.00 in damages."
6812e3b6af06ea2cad501912,10000,"In response, Wiley submitted a declaration and Proposed Findings of Fact and Conclusions of Law seeking to recover statutory damages in the amount of $ 10,000 and attorney's fees and costs in the amount of $ 3,682.50."
6812e3beaf06ea2cad501913,11000,"The Court therefore awards $ 5,000 under § 504(c)(2) for a total of $ 11,000 in statutory damages."
6812e3cbaf06ea2cad501914,N/A,Wiesner's motion for summary judgment as to Plaintiff's maximum entitlement to statutory damages is denied.
6812e3ceaf06ea2cad501915,500000,"Plaintiff has now moved for entry of a default judgment against Defendant and an award of $ 500,000 in statutory damages under the Copyright Act."
6812e3d5af06ea2cad501918,N/A,"It requests statutory damages, attorneys' fees, and actual damages for any profits or advantages attributable to the infringement of its copyright."
6812e3e0af06ea2cad50191a,N/A,"Section 504(c) provides that if an infringer ""was not aware and had no reason to believe that his or her acts constituted an infringement of copyright, the court in its discretion may reduce the award of statutory damages . . . "" 17 USC §504(c)(2)."
6812e3e8af06ea2cad50191b,6000,"Statutory damages in the amount of $ 6,000 is reasonable and just."
6812e3ebaf06ea2cad50191c,33000,"Considering the amount of the license fee that Defendants avoided paying, and the fact that Defendants continued to infringe even after receiving Plaintiff's numerous communications, the Court recommends awarding statutory damages of $3,000 per song, for a total of $33,000."
6812e3edaf06ea2cad50191d,32500,"Upon careful consideration of all the evidence, the Court determines that Plaintiffs are entitled to the injunctive relief they request, statutory damages in the amount of $ 2,500 per act of infringement ($ 32,500 in total), and, as the prevailing parties, costs and attorney's fees."
6812e3fbaf06ea2cad50191f,5250,"Plaintiffs are awarded $ 750.00 per infringement, for a total statutory damages award of $ 5250.00."
6812e40caf06ea2cad501920,N/A,"IT IS FURTHER ORDERED that Defendants’ motion for partial summary judgment shall be, and hereby is GRANTED with respect to limiting Plaintiffs' maximum potential statutory damages award to the 832 copyright registrations for compilations produced by Plaintiffs and referenced in Plaintiffs’ Second Amended Complaint;"
6812e415af06ea2cad501921,N/A,N/A
6812e416af06ea2cad501922,240000,"In January 2003, the undersigned granted Microsoft Corporation summary judgment, and awarded it $ 240,000 in statutory damages -- $ 30,000 for each of the eight copyrighted works at issue -- along with costs and attorney's fees in the amount of $ 67,955.06."
6812e419af06ea2cad501923,N/A,Plaintiff sought and received the maximum statutory damages (he did not even seek actual damages).
6812e426af06ea2cad501925,N/A,We vacate the judgments of the district court and remand these cases for the district court to recalculate the amount of statutory damages.
6812e427af06ea2cad501926,8250,"As a result, plaintiffs seek statutory damages in the amount of $ 750 per recording, an award of costs in the amount of $ 275, and entry of a permanent injunction."" ""According to the complaint, each of the eleven sound recordings at issue in this case is subject to a valid Certificate of Copyright Registration issued by the Register of Copyrights and are owned by or licensed to one or more of the plaintiffs."
6812e428af06ea2cad501927,35000,"Chris May SHALL pay statutory damages to the Plaintiffs in the amount of $ 35,000.00."
6812e42aaf06ea2cad501928,6750,"Accordingly, the Court finds that Plaintiffs are entitled to minimum statutory damages of $750 for each of the nine claimed acts of infringement by Defendant, for a total amount of $6,750."
6812e42daf06ea2cad501929,25000,"In light of this history additional damages are necessary for deterrence purposes and I recommend awarding plaintiffs a total of $25,000 in statutory damages."
6812e42faf06ea2cad50192a,N/A,These admissions bar Plaintiff from recovering statutory damages.
6812e435af06ea2cad50192b,5000,"...statutory damages are awarded in the total amount of $ 5,000;..."
6812e443af06ea2cad50192c,N/A,N/A
6812e453af06ea2cad50192d,N/A,N/A
6812e6cfaf06ea2cad50192e,N/A,N/A
6812e6d0af06ea2cad50192f,3000,"Because Defendants willfully and continually violated the copyright laws on the dates alleged and in the manner alleged, Plaintiffs are hereby awarded $ 1,500 per infringement, for a total of $ 3,000 in statutory damages."
6812e6d1af06ea2cad501930,6000,"Plaintiff is awarded $ 6,000 in statutory damages."
6812e6d1af06ea2cad501931,15000,"Here, Plaintiffs respectfully urge the court to award statutory damages of $3,000 per infringement for an aggregate total of $15,000."
6812e6d3af06ea2cad501932,N/A,"At trial plaintiff may seek two awards of statutory damages -- one for the ""work"" consisting of the compilation consisting of the three Manuals, the Schedule, and the Addendum and one for the ""work"" consisting of the compilation consisting of the three Workbooks."
